week,category,weekly_rank,Movie Name,season_title,weekly_hours_viewed,Duration,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
2023-05-14,Films (English),10,Heat,,4520000,,,2,False,
2023-05-07,Films (English),1,A Man Called Otto,,13480000,,,1,False,
2023-05-07,Films (English),2,Pitch Perfect,,11440000,,,1,False,
2023-05-07,Films (English),3,The Deep End of the Ocean,,10200000,,,1,False,
2023-05-07,Films (English),4,Wrong Place,,9690000,,,1,False,
2023-05-07,Films (English),5,The Dilemma,,6830000,,,1,False,
2023-05-07,Films (English),6,The Croods,,6560000,,,3,False,
2023-05-07,Films (English),7,The Tournament,,6520000,,,1,False,
2023-05-07,Films (English),8,A Tourist's Guide to Love,,6200000,,,3,False,
2023-05-07,Films (English),9,A Quiet Place Part II,,5750000,,,2,False,
2023-05-07,Films (English),10,The Father,,5070000,,,1,False,
2023-04-30,Films (English),1,A Tourist's Guide to Love,,20920000,,,2,False,
2023-04-30,Films (English),2,Whitney Houston: I Wanna Dance with Somebody,,10200000,,,2,False,
2023-04-30,Films (English),3,The Last Kingdom: Seven Kings Must Die,,8340000,,,3,False,
2023-04-30,Films (English),4,Let Him Go,,7240000,,,2,False,
2023-04-30,Films (English),5,Murder Mystery 2,,6150000,,,5,False,
2023-04-30,Films (English),6,Sing 2,,4500000,,,9,False,
2023-04-30,Films (English),7,Chupa,,4300000,,,4,False,
2023-04-30,Films (English),8,Dr. Seuss' The Lorax,,3830000,,,3,False,
2023-04-30,Films (English),9,Time Trap,,3700000,,,1,False,
2023-04-30,Films (English),10,Paw Patrol: The Movie,,3300000,,,3,False,
2023-04-23,Films (English),1,The Last Kingdom: Seven Kings Must Die,,25700000,,,2,False,
2023-04-23,Films (English),2,Let Him Go,,14110000,,,1,False,
2023-04-23,Films (English),3,A Tourist's Guide to Love,,13400000,,,1,False,
2023-04-23,Films (English),4,Murder Mystery 2,,8390000,,,4,False,
2023-04-23,Films (English),5,Chupa,,8030000,,,3,False,
2023-04-23,Films (English),6,The Snowman,,7170000,,,1,False,
2023-04-23,Films (English),7,Whitney Houston: I Wanna Dance with Somebody,,6700000,,,1,False,
2023-04-23,Films (English),8,Mighty Morphin Power Rangers: Once & Always,,6550000,,,1,False,
2023-04-23,Films (English),9,F9: The Fast Saga,,6540000,,,1,False,
2023-04-23,Films (English),10,Dr. Seuss' The Lorax,,4430000,,,2,False,
2023-04-16,Films (English),1,The Last Kingdom: Seven Kings Must Die,,35500000,,,1,False,
2023-04-16,Films (English),2,Chupa,,27290000,,,2,False,
2023-04-16,Films (English),3,Murder Mystery 2,,16930000,,,3,False,
2023-04-16,Films (English),4,Trolls World Tour,,9360000,,,1,False,
2023-04-16,Films (English),5,Noah,,8380000,,,3,False,
2023-04-16,Films (English),6,The Last Stand,,8180000,,,1,False,
2023-04-16,Films (English),7,Home,,8070000,,,2,False,
2023-04-16,Films (English),8,Matilda,,6910000,,,2,False,
2023-04-16,Films (English),9,Murder Mystery,,6690000,,,4,False,
2023-04-16,Films (English),10,Dr. Seuss' The Lorax,,5890000,,,1,False,
2023-04-09,Films (English),1,Murder Mystery 2,,59840000,,,2,False,
2023-04-09,Films (English),2,Chupa,,25310000,,,1,False,
2023-04-09,Films (English),3,Murder Mystery,,22250000,,,3,False,
2023-04-09,Films (English),4,Noah,,13500000,,,2,False,
2023-04-09,Films (English),5,Home,,10350000,,,1,False,
2023-04-09,Films (English),6,The Bourne Legacy,,9110000,,,2,False,
2023-04-09,Films (English),7,Shark Tale,,8050000,,,1,False,
2023-04-09,Films (English),8,Over the Hedge,,7940000,,,1,False,
2023-04-09,Films (English),9,Luther: The Fallen Sun,,7530000,,,5,False,
2023-04-09,Films (English),10,Matilda,,7420000,,,1,False,
2023-04-02,Films (English),1,Murder Mystery 2,,64420000,,,1,False,
2023-04-02,Films (English),2,Murder Mystery,,24690000,,,2,False,
2023-04-02,Films (English),3,Luther: The Fallen Sun,,12700000,,,4,False,
2023-04-02,Films (English),4,I See You,,8280000,,,2,False,
2023-04-02,Films (English),5,The Magician's Elephant,,6330000,,,3,False,
2023-04-02,Films (English),6,Minions: The Rise of Gru,,3540000,,,6,False,
2023-04-02,Films (English),7,Hotel Transylvania 2,,3260000,,,3,False,
2023-04-02,Films (English),8,Dragged Across Concrete,,3240000,,,3,False,
2023-04-02,Films (English),9,Trolls,,3210000,,,6,False,
2023-04-02,Films (English),10,The Bourne Legacy,,3200000,,,1,False,
2023-03-26,Films (English),1,Luther: The Fallen Sun,,24700000,,,3,False,
2023-03-26,Films (English),2,The Magician's Elephant,,16730000,,,2,False,
2023-03-26,Films (English),3,I See You,,10830000,,,1,False,
2023-03-26,Films (English),4,Dragged Across Concrete,,9310000,,,2,False,
2023-03-26,Films (English),5,Money Shot: The Pornhub Story,,5000000,,,2,False,
2023-03-26,Films (English),6,Murder Mystery,,4490000,,,1,False,
2023-03-26,Films (English),7,Perfume: The Story of a Murderer,,4450000,,,1,False,
2023-03-26,Films (English),8,Riddick,,3980000,,,1,False,
2023-03-26,Films (English),9,Minions: The Rise of Gru,,3810000,,,5,False,
2023-03-26,Films (English),10,We Have a Ghost,,3540000,,,5,False,
2023-03-19,Films (English),1,Luther: The Fallen Sun,,69540000,,,2,False,
2023-03-19,Films (English),2,Faraway,,14830000,,,2,False,
2023-03-19,Films (English),3,The Magician's Elephant,,13690000,,,1,False,
2023-03-19,Films (English),4,Money Shot: The Pornhub Story,,13670000,,,1,False,
2023-03-19,Films (English),5,Dragged Across Concrete,,9590000,,,1,False,
2023-03-19,Films (English),6,We Have a Ghost,,5960000,,,4,False,
2023-03-19,Films (English),7,The Hunger Games: Catching Fire,,5010000,,,2,False,
2023-03-19,Films (English),8,Turbo,,5000000,,,3,False,
2023-03-19,Films (English),9,The Hunger Games,,4900000,,,3,False,
2023-03-19,Films (English),10,Kick-Ass 2,,4030000,,,1,False,
2023-03-12,Films (English),1,Luther: The Fallen Sun,,65920000,,,1,False,
2023-03-12,Films (English),2,Faraway,,21810000,,,1,False,
2023-03-12,Films (English),3,We Have a Ghost,,13390000,,,3,False,
2023-03-12,Films (English),4,The Hunger Games,,8320000,,,2,False,
2023-03-12,Films (English),5,Turbo,,7980000,,,2,False,
2023-03-12,Films (English),6,The Hunger Games: Catching Fire,,7340000,,,1,False,
2023-03-12,Films (English),7,Paw Patrol: The Movie,,6530000,,,2,False,
2023-03-12,Films (English),8,This Is Where I Leave You,,6220000,,,2,False,
2023-03-12,Films (English),9,World War Z,,5560000,,,1,False,
2023-03-12,Films (English),10,Burlesque,,5540000,,,1,False,
2023-03-05,Films (English),1,We Have a Ghost,,42620000,,,2,False,
2023-03-05,Films (English),2,The Strays,,14570000,,,2,False,
2023-03-05,Films (English),3,The Condemned,,10230000,,,1,False,
2023-03-05,Films (English),4,R.I.P.D.,,8330000,,,1,False,
2023-03-05,Films (English),5,Bad Boys for Life,,8330000,,,2,False,
2023-03-05,Films (English),6,Your Place or Mine,,7500000,,,4,False,
2023-03-05,Films (English),7,This Is Where I Leave You,,6580000,,,1,False,
2023-03-05,Films (English),8,The Hunger Games,,6230000,,,1,False,
2023-03-05,Films (English),9,The Hangover: Part III,,5800000,,,1,False,
2023-03-05,Films (English),10,Paw Patrol: The Movie,,5620000,,,1,False,
2023-02-26,Films (English),1,We Have a Ghost,,40470000,,,1,False,
2023-02-26,Films (English),2,The Strays,,28780000,,,1,False,
2023-02-26,Films (English),3,Your Place or Mine,,22290000,,,3,False,
2023-02-26,Films (English),4,Army of One,,15600000,,,1,False,
2023-02-26,Films (English),5,The Woman King,,10230000,,,2,False,
2023-02-26,Films (English),6,2 Guns,,8550000,,,2,False,
2023-02-26,Films (English),7,Jurassic World,,7430000,,,2,False,
2023-02-26,Films (English),8,Mission: Impossible - Fallout,,6360000,,,2,False,
2023-02-26,Films (English),9,Minions: The Rise of Gru,,6270000,,,4,False,
2023-02-26,Films (English),10,Bad Boys for Life,,6070000,,,1,False,
2023-02-19,Films (English),1,Your Place or Mine,,53810000,,,2,False,
2023-02-19,Films (English),2,2 Guns,,12460000,,,1,False,
2023-02-19,Films (English),3,The Woman King,,12210000,,,1,False,
2023-02-19,Films (English),4,You People,,8500000,,,4,False,
2023-02-19,Films (English),5,Minions: The Rise of Gru,,7960000,,,3,False,
2023-02-19,Films (English),6,Mission: Impossible - Fallout,,5940000,,,1,False,
2023-02-19,Films (English),7,47 Meters Down: Uncaged,,5800000,,,1,False,
2023-02-19,Films (English),8,True Spirit,,5740000,,,3,False,
2023-02-19,Films (English),9,Bloodshot,,4620000,,,4,False,
2023-02-19,Films (English),10,Jurassic World,,4330000,,,1,False,
2023-02-12,Films (English),1,Your Place or Mine,,51230000,,,1,False,
2023-02-12,Films (English),2,True Spirit,,20730000,,,2,False,
2023-02-12,Films (English),3,You People,,20400000,,,3,False,
2023-02-12,Films (English),4,Bloodshot,,14380000,,,3,False,
2023-02-12,Films (English),5,Minions: The Rise of Gru,,11500000,,,2,False,
2023-02-12,Films (English),6,"Lyle, Lyle, Crocodile",,9110000,,,1,False,
2023-02-12,Films (English),7,"Pamela, a love story",,8710000,,,2,False,
2023-02-12,Films (English),8,Sniper: Ultimate Kill,,6760000,,,1,False,
2023-02-12,Films (English),9,Enough,,5400000,,,2,False,
2023-02-12,Films (English),10,Sniper: Ghost Shooter,,5390000,,,2,False,
2023-02-05,Films (English),1,You People,,65610000,,,2,False,
2023-02-05,Films (English),2,"Pamela, a love story",,24330000,,,1,False,
2023-02-05,Films (English),3,Minions: The Rise of Gru,,19360000,,,1,False,
2023-02-05,Films (English),4,Sniper: Ghost Shooter,,12490000,,,1,False,
2023-02-05,Films (English),5,True Spirit,,11090000,,,1,False,
2023-02-05,Films (English),6,The Hurricane Heist,,10120000,,,1,False,
2023-02-05,Films (English),7,Bloodshot,,8720000,,,2,False,
2023-02-05,Films (English),8,Glass Onion: A Knives Out Mystery,,6830000,,,7,False,
2023-02-05,Films (English),9,Flushed Away,,5090000,,,1,False,
2023-02-05,Films (English),10,Inheritance,,4790000,,,3,False,
2023-01-29,Films (English),1,You People,,55650000,,,1,False,
2023-01-29,Films (English),2,Inheritance,,11550000,,,2,False,
2023-01-29,Films (English),3,Glass Onion: A Knives Out Mystery,,9670000,,,6,False,
2023-01-29,Films (English),4,Puss in Boots,,6010000,,,2,False,
2023-01-29,Films (English),5,Devotion,,5910000,,,1,False,
2023-01-29,Films (English),6,Dog Gone,,5800000,,,3,False,
2023-01-29,Films (English),7,The Pale Blue Eye,,5460000,,,4,False,
2023-01-29,Films (English),8,Sing,,5320000,,,8,False,
2023-01-29,Films (English),9,Roald Dahl's Matilda The Musical,,4600000,,,5,False,
2023-01-29,Films (English),10,Trolls,,3790000,,,5,False,
2023-01-22,Films (English),1,Dog Gone,,20910000,,,2,False,
2023-01-22,Films (English),2,The Pale Blue Eye,,12690000,,,3,False,
2023-01-22,Films (English),3,Glass Onion: A Knives Out Mystery,,12040000,,,5,False,
2023-01-22,Films (English),4,The Hatchet Wielding Hitchhiker,,8230000,,,2,False,
2023-01-22,Films (English),5,Sing,,7090000,,,7,False,
2023-01-22,Films (English),6,Roald Dahl's Matilda The Musical,,6040000,,,4,False,
2023-01-22,Films (English),7,Puss in Boots,,5860000,,,1,False,
2023-01-22,Films (English),8,A Quiet Place Part II,,4760000,,,1,False,
2023-01-22,Films (English),9,Trolls,,4080000,,,4,False,
2023-01-22,Films (English),10,Disconnect: The Wedding Planner,,3790000,,,1,False,
2023-01-15,Films (English),1,The Pale Blue Eye,,39860000,,,2,False,
2023-01-15,Films (English),2,The Hatchet Wielding Hitchhiker,,21270000,,,1,False,
2023-01-15,Films (English),3,Glass Onion: A Knives Out Mystery,,19480000,,,4,False,
2023-01-15,Films (English),4,Dog Gone,,18880000,,,1,False,
2023-01-15,Films (English),5,Sing,,10400000,,,6,False,
2023-01-15,Films (English),6,Roald Dahl's Matilda The Musical,,8310000,,,3,False,
2023-01-15,Films (English),7,Jumanji: The Next Level,,6360000,,,3,False,
2023-01-15,Films (English),8,Transformers: Dark of the Moon,,5630000,,,1,False,
2023-01-15,Films (English),9,Colombiana,,4860000,,,1,False,
2023-01-15,Films (English),10,Daddy Day Care,,4850000,,,1,False,
2023-01-08,Films (English),1,Glass Onion: A Knives Out Mystery,,44320000,,,3,False,
2023-01-08,Films (English),2,The Pale Blue Eye,,42960000,,,1,False,
2023-01-08,Films (English),3,Jumanji: The Next Level,,17550000,,,2,False,
2023-01-08,Films (English),4,Roald Dahl's Matilda The Musical,,17500000,,,2,False,
2023-01-08,Films (English),5,White Noise,,14340000,,,2,False,
2023-01-08,Films (English),6,Honest Thief,,10200000,,,1,False,
2023-01-08,Films (English),7,Sing,,9560000,,,5,False,
2023-01-08,Films (English),8,Knives Out,,7470000,,,2,False,
2023-01-08,Films (English),9,Hard Target 2,,7460000,,,1,False,
2023-01-08,Films (English),10,Trolls,,6500000,,,3,False,
2023-01-01,Films (English),1,Glass Onion: A Knives Out Mystery,,127250000,,,2,False,
2023-01-01,Films (English),2,Roald Dahl's Matilda The Musical,,41060000,,,1,False,
2023-01-01,Films (English),3,Knives Out,,16760000,,,1,False,
2023-01-01,Films (English),4,White Noise,,14750000,,,1,False,
2023-01-01,Films (English),5,The Invitation,,12200000,,,1,False,
2023-01-01,Films (English),6,Guillermo del Toros Pinocchio,,10910000,,,4,False,
2023-01-01,Films (English),7,Trolls,,9980000,,,2,False,
2023-01-01,Films (English),8,After Ever Happy,,7220000,,,1,False,
2023-01-01,Films (English),9,How the Grinch Stole Christmas,,7190000,,,3,False,
2023-01-01,Films (English),10,Bullet Train,,6940000,,,5,False,
2022-12-25,Films (English),1,Glass Onion: A Knives Out Mystery,,82140000,,,1,False,
2022-12-25,Films (English),2,The Volcano: Rescue from Whakaari,,25110000,,,2,False,
2022-12-25,Films (English),3,Guillermo del Toros Pinocchio,,19680000,,,3,False,
2022-12-25,Films (English),4,How the Grinch Stole Christmas,,12680000,,,2,False,
2022-12-25,Films (English),5,A Bad Moms Christmas,,10890000,,,1,False,
2022-12-25,Films (English),6,I Believe in Santa,,10090000,,,2,False,
2022-12-25,Films (English),7,The Christmas Chronicles,,9840000,,,5,False,
2022-12-25,Films (English),8,Falling for Christmas,,7910000,,,6,False,
2022-12-25,Films (English),9,Bullet Train,,7250000,,,4,False,
2022-12-25,Films (English),10,The Christmas Chronicles: Part Two,,7170000,,,4,False,
2022-12-18,Films (English),1,Guillermo del Toros Pinocchio,,39380000,,,2,False,
2022-12-18,Films (English),2,I Believe in Santa,,19960000,,,1,False,
2022-12-18,Films (English),3,Prisoners,,19000000,,,1,False,
2022-12-18,Films (English),4,Bullet Train,,13530000,,,3,False,
2022-12-18,Films (English),5,Lady Chatterley's Lover,,11090000,,,3,False,
2022-12-18,Films (English),6,The Volcano: Rescue from Whakaari,,8940000,,,1,False,
2022-12-18,Films (English),7,How the Grinch Stole Christmas,,7530000,,,1,False,
2022-12-18,Films (English),8,Falling for Christmas,,6400000,,,5,False,
2022-12-18,Films (English),9,Scrooge: A Christmas Carol,,5680000,,,3,False,
2022-12-18,Films (English),10,The Noel Diary,,5560000,,,4,False,
2022-12-11,Films (English),1,Lady Chatterley's Lover,,29030000,,,2,False,
2022-12-11,Films (English),2,Guillermo del Toros Pinocchio,,28080000,,,1,False,
2022-12-11,Films (English),3,Bullet Train,,24620000,,,2,False,
2022-12-11,Films (English),4,Scrooge: A Christmas Carol,,13050000,,,2,False,
2022-12-11,Films (English),5,The Swimmers,,11720000,,,3,False,
2022-12-11,Films (English),6,The Noel Diary,,11580000,,,3,False,
2022-12-11,Films (English),7,The Boss Baby: Christmas Bonus,,10400000,,,1,False,
2022-12-11,Films (English),8,Slumberland,,10380000,,,4,False,
2022-12-11,Films (English),9,A Christmas Miracle for Daisy,,9780000,,,1,False,
2022-12-11,Films (English),10,Emily the Criminal,,9590000,,,1,False,
2022-12-04,Films (English),1,The Noel Diary,,27630000,,,2,False,
2022-12-04,Films (English),2,The Swimmers,,27040000,,,2,False,
2022-12-04,Films (English),3,Lady Chatterley's Lover,,20000000,,,1,False,
2022-12-04,Films (English),4,Slumberland,,17830000,,,3,False,
2022-12-04,Films (English),5,Bullet Train,,11320000,,,1,False,
2022-12-04,Films (English),6,Christmas on Mistletoe Farm,,11110000,,,2,False,
2022-12-04,Films (English),7,Falling for Christmas,,9080000,,,4,False,
2022-12-04,Films (English),8,Angel Falls Christmas,,8820000,,,1,False,
2022-12-04,Films (English),9,Scrooge: A Christmas Carol,,8170000,,,1,False,
2022-12-04,Films (English),10,Ghislaine Maxwell: Filthy Rich,,7610000,,,2,False,
2022-11-27,Films (English),1,Slumberland,,45430000,,,2,False,
2022-11-27,Films (English),2,The Noel Diary,,36270000,,,1,False,
2022-11-27,Films (English),3,The Swimmers,,22480000,,,1,False,
2022-11-27,Films (English),4,The Wonder,,16860000,,,2,False,
2022-11-27,Films (English),5,Falling for Christmas,,14980000,,,3,False,
2022-11-27,Films (English),6,Christmas with You,,13800000,,,2,False,
2022-11-27,Films (English),7,Christmas on Mistletoe Farm,,13470000,,,1,False,
2022-11-27,Films (English),8,Enola Holmes 2,,9670000,,,4,False,
2022-11-27,Films (English),9,Where the Crawdads Sing,,9640000,,,3,False,
2022-11-27,Films (English),10,Ghislaine Maxwell: Filthy Rich,,7290000,,,1,False,
2022-11-20,Films (English),1,Falling for Christmas,,37850000,,,2,False,
2022-11-20,Films (English),2,Slumberland,,33370000,,,1,False,
2022-11-20,Films (English),3,The Wonder,,26180000,,,1,False,
2022-11-20,Films (English),4,Enola Holmes 2,,21420000,,,3,False,
2022-11-20,Films (English),5,Where the Crawdads Sing,,20330000,,,2,False,
2022-11-20,Films (English),6,Christmas with You,,17930000,,,1,False,
2022-11-20,Films (English),7,Minions & More Volume 2,,10500000,,,2,False,
2022-11-20,Films (English),8,The Good Nurse,,8800000,,,4,False,
2022-11-20,Films (English),9,Enola Holmes,,7610000,,,3,False,
2022-11-20,Films (English),10,I Am Vanessa Guillen,,7500000,,,1,False,
2022-11-13,Films (English),1,Enola Holmes 2,,62860000,,,2,False,
2022-11-13,Films (English),2,Falling for Christmas,,48360000,,,1,False,
2022-11-13,Films (English),3,Enola Holmes,,18650000,,,2,False,
2022-11-13,Films (English),4,Medieval,,18230000,,,1,False,
2022-11-13,Films (English),5,The Good Nurse,,15060000,,,3,False,
2022-11-13,Films (English),6,Minions & More Volume 2,,13510000,,,1,False,
2022-11-13,Films (English),7,The Bad Guys,,12190000,,,2,False,
2022-11-13,Films (English),8,Where the Crawdads Sing,,10830000,,,1,False,
2022-11-13,Films (English),9,The School for Good and Evil,,8850000,,,4,False,
2022-11-13,Films (English),10,Hotel Transylvania 2,,7920000,,,2,False,
2022-11-06,Films (English),1,Enola Holmes 2,,64080000,,,1,False,
2022-11-06,Films (English),2,The Good Nurse,,36780000,,,2,False,
2022-11-06,Films (English),3,The School for Good and Evil,,19030000,,,3,False,
2022-11-06,Films (English),4,War,,16760000,,,1,False,
2022-11-06,Films (English),5,Wild Is the Wind,,16390000,,,2,False,
2022-11-06,Films (English),6,The Bad Guys,,15910000,,,1,False,
2022-11-06,Films (English),7,Hotel Transylvania 2,,10370000,,,1,False,
2022-11-06,Films (English),8,Enola Holmes,,9640000,,,1,False,
2022-11-06,Films (English),9,Oblivion,,5860000,,,1,False,
2022-11-06,Films (English),10,The Curse of Bridge Hollow,,5030000,,,4,False,
2022-10-30,Films (English),1,The Good Nurse,,68310000,,,1,False,
2022-10-30,Films (English),2,The School for Good and Evil,,41950000,,,2,False,
2022-10-30,Films (English),3,The Stranger,,9170000,,,2,False,
2022-10-30,Films (English),4,Wild Is the Wind,,8890000,,,1,False,
2022-10-30,Films (English),5,The Curse of Bridge Hollow,,8170000,,,3,False,
2022-10-30,Films (English),6,Luckiest Girl Alive,,8020000,,,4,False,
2022-10-30,Films (English),7,Sing,,5420000,,,4,False,
2022-10-30,Films (English),8,The Boss Baby,,4210000,,,4,False,
2022-10-30,Films (English),9,Hubie Halloween,,3960000,,,1,False,
2022-10-30,Films (English),10,Blade of the 47 Ronin,,3940000,,,1,False,
2022-10-23,Films (English),1,The School for Good and Evil,,78830000,,,1,False,
2022-10-23,Films (English),2,The Curse of Bridge Hollow,,25340000,,,2,False,
2022-10-23,Films (English),3,Luckiest Girl Alive,,19300000,,,3,False,
2022-10-23,Films (English),4,The Stranger,,17040000,,,1,False,
2022-10-23,Films (English),5,Blackout,,12120000,,,2,False,
2022-10-23,Films (English),6,Black and Blue,,9200000,,,2,False,
2022-10-23,Films (English),7,Sing,,7300000,,,3,False,
2022-10-23,Films (English),8,Mr. Harrigan's Phone,,5770000,,,3,False,
2022-10-23,Films (English),9,The Boss Baby,,5190000,,,3,False,
2022-10-23,Films (English),10,Charlie's Angels,,4920000,,,1,False,
2022-10-16,Films (English),1,Luckiest Girl Alive,,57010000,,,2,False,
2022-10-16,Films (English),2,The Curse of Bridge Hollow,,25120000,,,1,False,
2022-10-16,Films (English),3,Blackout,,21090000,,,1,False,
2022-10-16,Films (English),4,Mr. Harrigan's Phone,,20080000,,,2,False,
2022-10-16,Films (English),5,Sing,,12310000,,,2,False,
2022-10-16,Films (English),6,The Redeem Team,,10290000,,,2,False,
2022-10-16,Films (English),7,The Boss Baby,,7390000,,,2,False,
2022-10-16,Films (English),8,Running with the Devil,,6160000,,,1,False,
2022-10-16,Films (English),9,Blonde,,6090000,,,3,False,
2022-10-16,Films (English),10,Black and Blue,,5600000,,,1,False,
2022-10-09,Films (English),1,Luckiest Girl Alive,,43080000,,,1,False,
2022-10-09,Films (English),2,Mr. Harrigan's Phone,,35420000,,,1,False,
2022-10-09,Films (English),3,Last Seen Alive,,18810000,,,2,False,
2022-10-09,Films (English),4,Blonde,,17410000,,,2,False,
2022-10-09,Films (English),5,Lou,,12600000,,,3,False,
2022-10-09,Films (English),6,The Boss Baby,,8510000,,,1,False,
2022-10-09,Films (English),7,Sing,,8420000,,,1,False,
2022-10-09,Films (English),8,Marauders,,8350000,,,2,False,
2022-10-09,Films (English),9,The Redeem Team,,7850000,,,1,False,
2022-10-09,Films (English),10,Minions & More Volume 1,,7090000,,,3,False,
2022-10-02,Films (English),1,Lou,,46190000,,,2,False,
2022-10-02,Films (English),2,Blonde,,37340000,,,1,False,
2022-10-02,Films (English),3,Do Revenge,,15920000,,,3,False,
2022-10-02,Films (English),4,A Jazzman's Blues,,15670000,,,2,False,
2022-10-02,Films (English),5,Minions & More Volume 1,,10530000,,,2,False,
2022-10-02,Films (English),6,Last Seen Alive,,8110000,,,1,False,
2022-10-02,Films (English),7,Marauders,,6700000,,,1,False,
2022-10-02,Films (English),8,Inheritance,,6420000,,,1,False,
2022-10-02,Films (English),9,Father Stu,,5450000,,,2,False,
2022-10-02,Films (English),10,Elysium,,5170000,,,1,False,
2022-09-25,Films (English),1,Do Revenge,,42550000,,,2,False,
2022-09-25,Films (English),2,Lou,,40570000,,,1,False,
2022-09-25,Films (English),3,Father Stu,,13770000,,,1,False,
2022-09-25,Films (English),4,I Used to Be Famous,,11630000,,,1,False,
2022-09-25,Films (English),5,A Jazzman's Blues,,7820000,,,1,False,
2022-09-25,Films (English),6,Me Time,,6230000,,,5,False,
2022-09-25,Films (English),7,Minions & More Volume 1,,5660000,,,1,False,
2022-09-25,Films (English),8,End of the Road,,5540000,,,3,False,
2022-09-25,Films (English),9,This Is the End,,5320000,,,2,False,
2022-09-25,Films (English),10,Dolittle,,5130000,,,2,False,
2022-09-18,Films (English),1,End of the Road,,27190000,,,2,False,
2022-09-18,Films (English),2,Do Revenge,,26670000,,,1,False,
2022-09-18,Films (English),3,Love in the Villa,,8870000,,,3,False,
2022-09-18,Films (English),4,Me Time,,7910000,,,4,False,
2022-09-18,Films (English),5,Morbius,,7530000,,,2,False,
2022-09-18,Films (English),6,I Came By,,7360000,,,3,False,
2022-09-18,Films (English),7,Despicable Me 2,,7160000,,,9,False,
2022-09-18,Films (English),8,The Invisible Man,,6530000,,,1,False,
2022-09-18,Films (English),9,Dolittle,,5580000,,,1,False,
2022-09-18,Films (English),10,This Is the End,,5250000,,,1,False,
2022-09-11,Films (English),1,End of the Road,,30210000,,,1,False,
2022-09-11,Films (English),2,Love in the Villa,,29530000,,,2,False,
2022-09-11,Films (English),3,I Came By,,26800000,,,2,False,
2022-09-11,Films (English),4,Me Time,,20660000,,,3,False,
2022-09-11,Films (English),5,Morbius,,12200000,,,1,False,
2022-09-11,Films (English),6,White Chicks,,9210000,,,1,False,
2022-09-11,Films (English),7,Despicable Me 2,,7590000,,,8,False,
2022-09-11,Films (English),8,Hanna,,7120000,,,1,False,
2022-09-11,Films (English),9,Triple 9,,6530000,,,1,False,
2022-09-11,Films (English),10,Labor Day,,6510000,,,1,False,
2022-09-04,Films (English),1,Me Time,,56560000,,,2,False,
2022-09-04,Films (English),2,Love in the Villa,,41220000,,,1,False,
2022-09-04,Films (English),3,I Came By,,30790000,,,1,False,
2022-09-04,Films (English),4,That's Amor,,17420000,,,2,False,
2022-09-04,Films (English),5,Look Both Ways,,11780000,,,3,False,
2022-09-04,Films (English),6,Day Shift,,9450000,,,4,False,
2022-09-04,Films (English),7,The Next 365 Days,,9070000,,,3,False,
2022-09-04,Films (English),8,Purple Hearts,,7520000,,,6,False,
2022-09-04,Films (English),9,The Gray Man,,6260000,,,6,False,
2022-09-04,Films (English),10,Collateral,,6100000,,,1,False,
2022-08-28,Films (English),1,Me Time,,59230000,,,1,False,
2022-08-28,Films (English),2,Look Both Ways,,29890000,,,2,False,
2022-08-28,Films (English),3,The Next 365 Days,,27010000,,,2,False,
2022-08-28,Films (English),4,Day Shift,,20460000,,,3,False,
2022-08-28,Films (English),5,Purple Hearts,,12360000,,,5,False,
2022-08-28,Films (English),6,The Mummy,,11540000,,,1,False,
2022-08-28,Films (English),7,Running with the Devil: The Wild World of John McAfee,,10630000,,,1,False,
2022-08-28,Films (English),8,Untold: The Girlfriend Who Didn't Exist,,10480000,,,2,False,
2022-08-28,Films (English),9,That's Amor,,10470000,,,1,False,
2022-08-28,Films (English),10,The Great Wall,,10090000,,,1,False,
2022-08-21,Films (English),1,Day Shift,,63390000,,,2,False,
2022-08-21,Films (English),2,Look Both Ways,,48060000,,,1,False,
2022-08-21,Films (English),3,The Next 365 Days,,39310000,,,1,False,
2022-08-21,Films (English),4,Purple Hearts,,23410000,,,4,False,
2022-08-21,Films (English),5,Untold: The Girlfriend Who Didn't Exist,,20050000,,,1,False,
2022-08-21,Films (English),6,The Gray Man,,14640000,,,5,False,
2022-08-21,Films (English),7,The Angry Birds Movie 2,,11470000,,,1,False,
2022-08-21,Films (English),8,Uncharted,,8660000,,,3,False,
2022-08-21,Films (English),9,The Sea Beast,,8120000,,,7,False,
2022-08-21,Films (English),10,Inside the Mind of a Cat,,6990000,,,1,False,
2022-08-14,Films (English),1,Day Shift,,56510000,,,1,False,
2022-08-14,Films (English),2,Purple Hearts,,46370000,,,3,False,
2022-08-14,Films (English),3,Uncharted,,23710000,,,2,False,
2022-08-14,Films (English),4,The Gray Man,,21160000,,,4,False,
2022-08-14,Films (English),5,Wedding Season,,19010000,,,2,False,
2022-08-14,Films (English),6,The Sea Beast,,10850000,,,6,False,
2022-08-14,Films (English),7,1917,,10840000,,,1,False,
2022-08-14,Films (English),8,Flight,,10710000,,,1,False,
2022-08-14,Films (English),9,The Informer,,8330000,,,1,False,
2022-08-14,Films (English),10,Sing 2,,7270000,,,8,False,
2022-08-07,Films (English),1,Purple Hearts,,102590000,,,2,False,
2022-08-07,Films (English),2,The Gray Man,,38900000,,,3,False,
2022-08-07,Films (English),3,Uncharted,,20650000,,,1,False,
2022-08-07,Films (English),4,Wedding Season,,18600000,,,1,False,
